X1,mod_agency,maj_agency_cat,vendor_name,street_address,city,state,zipcode,maj_fund_agency_cat,contracting_office_agency_id,dollars_obligated,description_of_contract_requirement,vendor_cd,place_of_performance_city,pop_state_code,place_of_performance_congressional_district,product_or_service_code,unique_transaction_id,vLocation,popLocation,beltway,vlon,vlat,plon,plat,beltwayMetro,gcBeltFund,gcMetroBeltFund,majAgency
8939,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,BATTELLE ENERGY ALLIANCE LIMITED LIABILITY COMPANY,2525 FREMONT AVENUE,IDAHO FALLS,ID,83415,8900: Department of Energy,"8900: ENERGY, DEPARTMENT OF",55357857.52,THIS MODIFICATION IS ISSUED TO OBLIGATE FUNDING FOR THE MAINTENANCE AND OPERATIONS OF THE IDAHO NATIONAL LABORATORY.,NA,IDAHO FALLS,ID,ID02,M181: OPER OF GOVT R&D GOCO FACILITIES,b2e6e36a541b4afb9cd00e91e57a5b70,"IDAHO FALLS, ID","IDAHO FALLS, ID",notInBeltway,-112.0339645,43.4916514,-112.0339645,43.4916514,notInBeltway,0,0,Department of Energy
9274,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,SANDIA CORP,1515 EUBANK BLVD. SE,ALBUQUERQUE,NM,87123,9700: Department of Defense,"8900: ENERGY, DEPARTMENT OF",49225578.39,"MANAGEMENT AND OPERATION OF SANDIA NATIONAL LABORATORIES BY SANDIA CORPORATION, CONTRACT NO. DE-AC04-94AL85000",NA,ALBUQUERQUE,NM,NM01,M181: OPER OF GOVT R&D GOCO FACILITIES,84c9e2233055400ba8be2bbfdc0e6970,"ALBUQUERQUE, NM","ALBUQUERQUE, NM",notInBeltway,-106.650422,35.0843859,-106.650422,35.0843859,notInBeltway,0,0,Department of Defense
9285,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,SANDIA CORP,1515 EUBANK BLVD. SE,ALBUQUERQUE,NM,87123,8900: Department of Energy,"8900: ENERGY, DEPARTMENT OF",140139957.31,"MANAGEMENT AND OPERATION OF SANDIA NATIONAL LABORATORIES BY SANDIA CORPORATION, CONTRACT NO. DE-AC04-94AL85000",NA,ALBUQUERQUE,NM,NM01,M181: OPER OF GOVT R&D GOCO FACILITIES,a1397e5f488d403d8e997bb6a727c127,"ALBUQUERQUE, NM","ALBUQUERQUE, NM",notInBeltway,-106.650422,35.0843859,-106.650422,35.0843859,notInBeltway,0,0,Department of Energy
9289,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,LOS ALAMOS NATIONAL SECURITY LIMITED LIABILITY COMPANY,4200 WEST JEMEZ,LOS ALAMOS,NM,87544,8900: Department of Energy,"8900: ENERGY, DEPARTMENT OF",138708781.28,"MANAGEMENT AND OPERATION OF LOS ALAMOS NATIONAL LABORATORY BY LOS ALAMOS NATIONAL SECURITY, LLC. CONTRACT NO. DE-AC52-06NA25396",NA,LOS ALAMOS,NM,NM03,M181: OPER OF GOVT R&D GOCO FACILITIES,5883b68d0e2e4c238518da009c3333c8,"LOS ALAMOS, NM","LOS ALAMOS, NM",notInBeltway,-106.3031138,35.8800364,-106.3031138,35.8800364,notInBeltway,0,0,Department of Energy
9290,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,REGENTS OF THE UNIVERSITY OF CALIFORNIA THE (7788),"1111 FRANKLIN STREET, 7TH FL.",OAKLAND,CA,94607,8900: Department of Energy,"8900: ENERGY, DEPARTMENT OF",187482781,"OPERATION OF LAWRENCE LIVERMORE LABORATORY (PENSION ACCOUNT) THE PURPOSE OF THIS MODIFICATION IS TO DO AN ADMINISTRATIVE MOD TO OBLIGATE PENSION FUNDING UNDER FROM MOD 628 IN STRIPES UNDER CONTRACT W-7405-ENG-48 IN THE AMOUNT OF $252,000,000. THE TOTAL VALUE ON THE CONTRACT IS $36,153,403,043.12 ACCOUNTING LONG LINE BREAKDOWN: 00900-2016-01-100344-61000000-25299-2222745-0000000-0000000-0000000-0000000- 01551-2016-01-100344-61000000-25299-2222746-0000000-0000000-0000000-0000000- $",NA,LIVERMORE,CA,CA15,M181: OPER OF GOVT R&D GOCO FACILITIES,ec27110d049a41bab6afb5c6829da414,"OAKLAND, CA","LIVERMORE, CA",notInBeltway,-122.2711137,37.8043637,-121.7680088,37.6818745,notInBeltway,0,0,Department of Energy
9291,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,REGENTS OF THE UNIVERSITY OF CALIFORNIA LOS ALAMOS NATIONAL LABORATORY,"BIKINI ATOLL RD., BLDG. SM-30",LOS ALAMOS,NM,87544,8900: Department of Energy,"8900: ENERGY, DEPARTMENT OF",111655302,MANAGEMENT AND OPERATION OF LOS ALAMOS NATIONAL LABORATORY (M&O CONTRACT-W-7405-ENG-36),NA,LOS ALAMOS,NM,NM03,M181: OPER OF GOVT R&D GOCO FACILITIES,f568364ff7c64d18a44307ce25d3c81a,"LOS ALAMOS, NM","LOS ALAMOS, NM",notInBeltway,-106.3031138,35.8800364,-106.3031138,35.8800364,notInBeltway,0,0,Department of Energy
9803,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,BATTELLE ENERGY ALLIANCE LIMITED LIABILITY COMPANY,2525 FREMONT AVENUE,IDAHO FALLS,ID,83415,8900: Department of Energy,"8900: ENERGY, DEPARTMENT OF",242757631.69,THIS MODIFICATION IS ISSUED TO OBLIGATE FUNDING FOR THE MAINTENANCE AND OPERATIONS OF THE IDAHO NATIONAL LABORATORY.,NA,IDAHO FALLS,ID,ID02,M181: OPER OF GOVT R&D GOCO FACILITIES,4221bd7254bd48d5a8c2b9e32b415f27,"IDAHO FALLS, ID","IDAHO FALLS, ID",notInBeltway,-112.0339645,43.4916514,-112.0339645,43.4916514,notInBeltway,0,0,Department of Energy
11685,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,LOS ALAMOS NATIONAL SECURITY LIMITED LIABILITY COMPANY,4200 WEST JEMEZ,LOS ALAMOS,NM,87544,8900: Department of Energy,"8900: ENERGY, DEPARTMENT OF",321415270.36,"MANAGEMENT AND OPERATION OF LOS ALAMOS NATIONAL LABORATORY BY LOS ALAMOS NATIONAL SECURITY, LLC. CONTRACT NO. DE-AC52-06NA25396",NA,LOS ALAMOS,NM,NM03,M181: OPER OF GOVT R&D GOCO FACILITIES,7cd55a9cc0d34ebda6fb5a261314dc60,"LOS ALAMOS, NM","LOS ALAMOS, NM",notInBeltway,-106.3031138,35.8800364,-106.3031138,35.8800364,notInBeltway,0,0,Department of Energy
11710,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,REGENTS OF THE UNIVERSITY OF CALIFORNIA LOS ALAMOS NATIONAL LABORATORY,"BIKINI ATOLL RD., BLDG. SM-30",LOS ALAMOS,NM,87544,8900: Department of Energy,"8900: ENERGY, DEPARTMENT OF",157967050,MANAGEMENT AND OPERATION OF LOS ALAMOS NATIONAL LABORATORY (M&O CONTRACT-W-7405-ENG-36),NA,LOS ALAMOS,NM,NM03,M181: OPER OF GOVT R&D GOCO FACILITIES,26e26e6cb081408db7c17cc9ff882e76,"LOS ALAMOS, NM","LOS ALAMOS, NM",notInBeltway,-106.3031138,35.8800364,-106.3031138,35.8800364,notInBeltway,0,0,Department of Energy
11712,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,REGENTS OF THE UNIVERSITY OF CALIFORNIA THE (7788),"1111 FRANKLIN STREET, 7TH FL.",OAKLAND,CA,94607,8900: Department of Energy,"8900: ENERGY, DEPARTMENT OF",49593415,OPERATION OF LAWRENCE LIVERMORE LABORATORY (PENSION ACCOUNT),NA,LIVERMORE,CA,CA15,M181: OPER OF GOVT R&D GOCO FACILITIES,62a673a7baef4318a148cb4187809a13,"OAKLAND, CA","LIVERMORE, CA",notInBeltway,-122.2711137,37.8043637,-121.7680088,37.6818745,notInBeltway,0,0,Department of Energy
12122,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,BECHTEL MARINE PROPULSION CORPORATION,50 BEALE ST,SAN FRANCISCO,CA,94105,8900: Department of Energy,"8900: ENERGY, DEPARTMENT OF",787404192,MANAGEMENT AND OPERATION OF THE BETTIS ATOMIC POWER LABORATORY AND THE KNOLLS ATOMIC POWER LABORATORY,NA,WEST MIFFLIN,PA,PA14,M181: OPER OF GOVT R&D GOCO FACILITIES,e887ad1d39444abfbcddd23d8f098924,"SAN FRANCISCO, CA","WEST MIFFLIN, PA",notInBeltway,-122.4194155,37.7749295,-79.8664375,40.3634026,notInBeltway,0,0,Department of Energy
13934,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,BATTELLE ENERGY ALLIANCE LIMITED LIABILITY COMPANY,2525 FREMONT AVENUE,IDAHO FALLS,ID,83415,8900: Department of Energy,"8900: ENERGY, DEPARTMENT OF",97470005.78,THIS MODIFICATION IS ISSUED TO OBLIGATE FUNDING FOR THE MAINTENANCE AND OPERATIONS OF THE IDAHO NATIONAL LABORATORY.,NA,IDAHO FALLS,ID,ID02,M181: OPER OF GOVT R&D GOCO FACILITIES,b6541721871b4f33bfe659d72077a0c6,"IDAHO FALLS, ID","IDAHO FALLS, ID",notInBeltway,-112.0339645,43.4916514,-112.0339645,43.4916514,notInBeltway,0,0,Department of Energy
13938,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,SANDIA CORP,1515 EUBANK BLVD. SE,ALBUQUERQUE,NM,87123,8900: Department of Energy,"8900: ENERGY, DEPARTMENT OF",1055772112.05,"MANAGEMENT AND OPERATION OF SANDIA NATIONAL LABORATORIES BY SANDIA CORPORATION, CONTRACT NO. DE-AC04-94AL85000",NA,ALBUQUERQUE,NM,NM01,M181: OPER OF GOVT R&D GOCO FACILITIES,bb4aa5472e854117b7bcb270a6111bc8,"ALBUQUERQUE, NM","ALBUQUERQUE, NM",notInBeltway,-106.650422,35.0843859,-106.650422,35.0843859,notInBeltway,0,0,Department of Energy
13939,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,SANDIA CORP,1515 EUBANK BLVD. SE,ALBUQUERQUE,NM,87123,9700: Department of Defense,"8900: ENERGY, DEPARTMENT OF",162598939.14,"MANAGEMENT AND OPERATION OF SANDIA NATIONAL LABORATORIES BY SANDIA CORPORATION, CONTRACT NO. DE-AC04-94AL85000",NA,ALBUQUERQUE,NM,NM01,M181: OPER OF GOVT R&D GOCO FACILITIES,1b54585889134fe8b8721fda8f3f1210,"ALBUQUERQUE, NM","ALBUQUERQUE, NM",notInBeltway,-106.650422,35.0843859,-106.650422,35.0843859,notInBeltway,0,0,Department of Defense
13941,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,LOS ALAMOS NATIONAL SECURITY LIMITED LIABILITY COMPANY,4200 WEST JEMEZ,LOS ALAMOS,NM,87544,8900: Department of Energy,"8900: ENERGY, DEPARTMENT OF",1110261799.08,"MANAGEMENT AND OPERATION OF LOS ALAMOS NATIONAL LABORATORY BY LOS ALAMOS NATIONAL SECURITY, LLC. CONTRACT NO. DE-AC52-06NA25396",NA,LOS ALAMOS,NM,NM03,M181: OPER OF GOVT R&D GOCO FACILITIES,ee6f7649670f4df78ef98201d3d93b15,"LOS ALAMOS, NM","LOS ALAMOS, NM",notInBeltway,-106.3031138,35.8800364,-106.3031138,35.8800364,notInBeltway,0,0,Department of Energy
14741,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,"ALLIANCE FOR SUSTAINABLE ENERGY, LLC",14142 DENVER W PKY BLDG 51 STE 335,LAKEWOOD,CO,80401,8900: Department of Energy,"8900: ENERGY, DEPARTMENT OF",33186040.38,"MODIFICATION 1105 PROVIDES $34,321,371.48 OF TOTAL FUNDING. $33,186,040.38 IS APPROPRIATED FUNDING AND IS RECORDED AS AN OBLIGATION IN FPDS-NG. THE REMAINING $1,135,331.10 IS NON-APPROPRIATED FUNDING WHICH IS NOT CAPTURED AS AN OBLIGATION IN FPDS-NG. THIS CONTRACT IS TO OPERATE AND MANAGE THE NATIONAL RENEWABLE ENERGY LABORATORY.",NA,LAKEWOOD,CO,CO07,M181: OPER OF GOVT R&D GOCO FACILITIES,df25ce485f9e4c32b78d71e152a597c4,"LAKEWOOD, CO","LAKEWOOD, CO",notInBeltway,-105.0813734,39.7047095,-105.0813734,39.7047095,notInBeltway,0,0,Department of Energy
15186,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,BATTELLE ENERGY ALLIANCE LIMITED LIABILITY COMPANY,2525 FREMONT AVENUE,IDAHO FALLS,ID,83415,8900: Department of Energy,"8900: ENERGY, DEPARTMENT OF",44858933.84,THIS MODIFICATION IS ISSUED TO OBLIGATE FUNDING FOR THE MAINTENANCE AND OPERATIONS OF THE IDAHO NATIONAL LABORATORY.,NA,IDAHO FALLS,ID,ID02,M181: OPER OF GOVT R&D GOCO FACILITIES,ce6b01782f674f4a8e29681eed92e12d,"IDAHO FALLS, ID","IDAHO FALLS, ID",notInBeltway,-112.0339645,43.4916514,-112.0339645,43.4916514,notInBeltway,0,0,Department of Energy
18229,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,LOS ALAMOS NATIONAL SECURITY LIMITED LIABILITY COMPANY,4200 WEST JEMEZ,LOS ALAMOS,NM,87544,8000: National Aeronautics and Space Administration,"8900: ENERGY, DEPARTMENT OF",37464753.35,"MANAGEMENT AND OPERATION OF LOS ALAMOS NATIONAL LABORATORY BY LOS ALAMOS NATIONAL SECURITY, LLC. CONTRACT NO. DE-AC52-06NA25396",NA,LOS ALAMOS,NM,NM03,M181: OPER OF GOVT R&D GOCO FACILITIES,e46113d9976d4cdb87c7870281a47828,"LOS ALAMOS, NM","LOS ALAMOS, NM",notInBeltway,-106.3031138,35.8800364,-106.3031138,35.8800364,notInBeltway,0,0,National Aeronautics and Space Administration
18256,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,SANDIA CORP,1515 EUBANK BLVD. SE,ALBUQUERQUE,NM,87123,9700: Department of Defense,"8900: ENERGY, DEPARTMENT OF",125936383.6,"MANAGEMENT AND OPERATION OF SANDIA NATIONAL LABORATORIES BY SANDIA CORPORATION, CONTRACT NO. DE-AC04-94AL85000",NA,ALBUQUERQUE,NM,NM01,M181: OPER OF GOVT R&D GOCO FACILITIES,4b37b14e9eb443f5b60edcbaf2295637,"ALBUQUERQUE, NM","ALBUQUERQUE, NM",notInBeltway,-106.650422,35.0843859,-106.650422,35.0843859,notInBeltway,0,0,Department of Defense
19036,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,"UCHICAGO ARGONNE, LLC",5801 S ELLIS AVE,CHICAGO,IL,60637,8900: Department of Energy,"8900: ENERGY, DEPARTMENT OF",108453739.35,PERFORMANCE-BASED CONTRACT FOR MANAGEMENT AND OPERATION OF ARGONNE NATIONAL LABORATORY MODIFICATION.,NA,LEMONT,IL,IL03,M181: OPER OF GOVT R&D GOCO FACILITIES,cddf1118cf524d49adef9c646c02f95a,"CHICAGO, IL","LEMONT, IL",notInBeltway,-87.6297982,41.8781136,-88.0017261,41.673642,notInBeltway,0,0,Department of Energy
19384,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA (1741),1 CYCLOTRON RD,BERKELEY,CA,94720,8900: Department of Energy,"8900: ENERGY, DEPARTMENT OF",200423568.15,"TAS::89 0222:: THE PURPOSE OF THIS MODIFICATION IS TO INCREMENTALLY FUND THE CONTRACT $190,109,183.15 IN OPERATING DOLLARS AND $10,314,385.00 IN CONSTRUCTION DOLLARS FOR A TOTAL OF $200,423,568.15. ACCORDINGLY, CLAUSE I.104 DEAR 970.5232-4 OBLIGATION OF FUNDS (DEC 2000) PARAGRAPH (A) FIRST SENTENCE ONLY IS CHANGED FROM: (A) OBLIGATION OF FUNDS. THE AMOUNT PRESENTLY OBLIGATED BY THE GOVERNMENT WITH RESPECT TO THIS CONTRACT IS $8,041,762,995.29. TO: (A) OBLIGATION OF FUNDS. THE AMOUNT PRESENTLY OBLIGATED BY THE GOVERNMENT WITH RESPECT TO THIS CONTRACT IS $8,242,186,563.44. THIS PERFORMANCE-BASED MANAGEMENT CONTRACT (PBMC) IS FOR THE MANAGEMENT AND OPERATION OF THE ERNEST ORLANDO LAWRENCE BERKELEY NATIONAL LABORATORY (LBNL). THE CONTRACTOR SHALL IN ACCORDANCE WITH THE PROVISIONS OF THIS CONTRACT ACCOMPLISH THE MISSIONS AND PROGRAMS ASSIGNED BY THE U.S. DEPARTMENT OF ENERGY (DOE) AND MANAGE AND OPERATE THE LABORATORY. THE LABORATORY IS ONE OF THE DOE'S OFFICE OF SCIENCE (SC) MULTI-PROGRAM LABORATORIES. THE LABORATORY IS A FEDERALLY FUNDED RESEARCH AND DEVELOPMENT CENTER (FFRDC) ESTABLISHED IN ACCORDANCE WITH THE FEDERAL ACQUISITION REGULATION (FAR) PART 35 AND OPERATED UNDER THIS MANAGEMENT AND OPERATING (M&O) CONTRACT AS DEFINED IN FAR 17.6 AND DEAR 917.6.",NA,BERKELEY,CA,CA13,M181: OPER OF GOVT R&D GOCO FACILITIES,7190c99643eb4872a3f758a922038696,"BERKELEY, CA","BERKELEY, CA",notInBeltway,-122.272747,37.8715926,-122.272747,37.8715926,notInBeltway,0,0,Department of Energy
19888,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,LOS ALAMOS NATIONAL SECURITY LIMITED LIABILITY COMPANY,4200 WEST JEMEZ,LOS ALAMOS,NM,87544,8900: Department of Energy,"8900: ENERGY, DEPARTMENT OF",67146138.06,"MANAGEMENT AND OPERATION OF LOS ALAMOS NATIONAL LABORATORY BY LOS ALAMOS NATIONAL SECURITY, LLC. CONTRACT NO. DE-AC52-06NA25396",NA,LOS ALAMOS,NM,NM03,M181: OPER OF GOVT R&D GOCO FACILITIES,bf8a40aadfca4ecd87309fbd1cda8f7f,"LOS ALAMOS, NM","LOS ALAMOS, NM",notInBeltway,-106.3031138,35.8800364,-106.3031138,35.8800364,notInBeltway,0,0,Department of Energy
19890,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,SANDIA CORP,1515 EUBANK BLVD. SE,ALBUQUERQUE,NM,87123,8900: Department of Energy,"8900: ENERGY, DEPARTMENT OF",58479132.28,"MANAGEMENT AND OPERATION OF SANDIA NATIONAL LABORATORIES BY SANDIA CORPORATION, CONTRACT NO. DE-AC04-94AL85000",NA,ALBUQUERQUE,NM,NM01,M181: OPER OF GOVT R&D GOCO FACILITIES,c0c21a60b569411ea273a74d2e7372e5,"ALBUQUERQUE, NM","ALBUQUERQUE, NM",notInBeltway,-106.650422,35.0843859,-106.650422,35.0843859,notInBeltway,0,0,Department of Energy
19891,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,BATTELLE ENERGY ALLIANCE LIMITED LIABILITY COMPANY,2525 FREMONT AVENUE,IDAHO FALLS,ID,83415,8900: Department of Energy,"8900: ENERGY, DEPARTMENT OF",245241001.95,THIS MODIFICATION IS ISSUED TO OBLIGATE FUNDING FOR THE MAINTENANCE AND OPERATIONS OF THE IDAHO NATIONAL LABORATORY.,NA,IDAHO FALLS,ID,ID02,M181: OPER OF GOVT R&D GOCO FACILITIES,b4ba53b612cd40bd8e4dbf46713d8cff,"IDAHO FALLS, ID","IDAHO FALLS, ID",notInBeltway,-112.0339645,43.4916514,-112.0339645,43.4916514,notInBeltway,0,0,Department of Energy
20702,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,"UCHICAGO ARGONNE, LLC",5801 S ELLIS AVE,CHICAGO,IL,60637,8900: Department of Energy,"8900: ENERGY, DEPARTMENT OF",78737209,PERFORMANCE-BASED CONTRACT FOR MANAGEMENT AND OPERATION OF ARGONNE NATIONAL LABORATORY MODIFICATION,NA,LEMONT,IL,IL03,M181: OPER OF GOVT R&D GOCO FACILITIES,537c441f6f4f4f689c0d80705b04cc6a,"CHICAGO, IL","LEMONT, IL",notInBeltway,-87.6297982,41.8781136,-88.0017261,41.673642,notInBeltway,0,0,Department of Energy
20705,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,"UCHICAGO ARGONNE, LLC",5801 S ELLIS AVE,CHICAGO,IL,60637,8900: Department of Energy,"8900: ENERGY, DEPARTMENT OF",47976e3,PERFORMANCE-BASED CONTRACT FOR MANAGEMENT AND OPERATION OF ARGONNE NATIONAL LABORATORY MODIFICATION,NA,LEMONT,IL,IL03,M181: OPER OF GOVT R&D GOCO FACILITIES,44749cb79d5b4fddafe75d7c47391776,"CHICAGO, IL","LEMONT, IL",notInBeltway,-87.6297982,41.8781136,-88.0017261,41.673642,notInBeltway,0,0,Department of Energy
20717,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,"UCHICAGO ARGONNE, LLC",5801 S ELLIS AVE,CHICAGO,IL,60637,8900: Department of Energy,"8900: ENERGY, DEPARTMENT OF",126655564.37,PERFORMANCE-BASED CONTRACT FOR MANAGEMENT AND OPERATION OF ARGONNE NATIONAL LABORATORY MODIFICATION,NA,LEMONT,IL,IL03,M181: OPER OF GOVT R&D GOCO FACILITIES,0ef37519a7cd46bf9b1bea5e291669a2,"CHICAGO, IL","LEMONT, IL",notInBeltway,-87.6297982,41.8781136,-88.0017261,41.673642,notInBeltway,0,0,Department of Energy
20830,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA (1741),1 CYCLOTRON RD,BERKELEY,CA,94720,8900: Department of Energy,"8900: ENERGY, DEPARTMENT OF",102136103.85,"TAS::89 0222:: THE PURPOSE OF THIS MODIFICATION IS TO OBLIGATE $96,655,203.85 IN OPERATING DOLLARS AND $5,480,900.00 IN CONSTRUCTION DOLLARS FOR A TOTAL OF $102,136,103.85. ACCORDINGLY, CLAUSE I.104 DEAR 970.5232-4 OBLIGATION OF FUNDS (DEC 2000) PARAGRAPH (A) FIRST SENTENCE ONLY IS CHANGED FROM: (A) OBLIGATION OF FUNDS. THE AMOUNT PRESENTLY OBLIGATED BY THE GOVERNMENT WITH RESPECT TO THIS CONTRACT IS $8,293,361,334.74. TO: (A) OBLIGATION OF FUNDS. THE AMOUNT PRESENTLY OBLIGATED BY THE GOVERNMENT WITH RESPECT TO THIS CONTRACT IS $8,395,497,438.59. THIS PERFORMANCE-BASED MANAGEMENT CONTRACT (PBMC) IS FOR THE MANAGEMENT AND OPERATION OF THE ERNEST ORLANDO LAWRENCE BERKELEY NATIONAL LABORATORY (LBNL). THE CONTRACTOR SHALL IN ACCORDANCE WITH THE PROVISIONS OF THIS CONTRACT ACCOMPLISH THE MISSIONS AND PROGRAMS ASSIGNED BY THE U.S. DEPARTMENT OF ENERGY (DOE) AND MANAGE AND OPERATE THE LABORATORY. THE LABORATORY IS ONE OF THE DOE'S OFFICE OF SCIENCE (SC) MULTI-PROGRAM LABORATORIES. THE LABORATORY IS A FEDERALLY FUNDED RESEARCH AND DEVELOPMENT CENTER (FFRDC) ESTABLISHED IN ACCORDANCE WITH THE FEDERAL ACQUISITION REGULATION (FAR) PART 35 AND OPERATED UNDER THIS MANAGEMENT AND OPERATING (M&O) CONTRACT AS DEFINED IN FAR 17.6 AND DEAR 917.6.",NA,BERKELEY,CA,CA13,M181: OPER OF GOVT R&D GOCO FACILITIES,5998addcf2174f87bed23865534d6a28,"BERKELEY, CA","BERKELEY, CA",notInBeltway,-122.272747,37.8715926,-122.272747,37.8715926,notInBeltway,0,0,Department of Energy
20832,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,FERMI RESEARCH ALLIANCE LIMITED LIABILITY COMPANY,355 FIRST ST 2ND FLOOR,BATAVIA,IL,60510,8900: Department of Energy,"8900: ENERGY, DEPARTMENT OF",78283117,MANAGEMENT AND OPERATION CONTRACT FOR FERMI NATIONAL ACCELERATOR LABORATORY,NA,BATAVIA,IL,IL14,M181: OPER OF GOVT R&D GOCO FACILITIES,bc0bd9b52975465cb2c7b6c28b70ffd0,"BATAVIA, IL","BATAVIA, IL",notInBeltway,-88.3125738,41.8500284,-88.3125738,41.8500284,notInBeltway,0,0,Department of Energy
22898,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,"UCHICAGO ARGONNE, LLC",5801 S ELLIS AVE,CHICAGO,IL,60637,8900: Department of Energy,"8900: ENERGY, DEPARTMENT OF",34103443.12,PERFORMANCE-BASED CONTRACT FOR MANAGEMENT AND OPERATION OF ARGONNE NATIONAL LABORATORY MODIFICATION.,NA,LEMONT,IL,IL03,M181: OPER OF GOVT R&D GOCO FACILITIES,3caa3f956352468094cc1be724d9d7d7,"CHICAGO, IL","LEMONT, IL",notInBeltway,-87.6297982,41.8781136,-88.0017261,41.673642,notInBeltway,0,0,Department of Energy
23405,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,"UCHICAGO ARGONNE, LLC",5801 S ELLIS AVE,CHICAGO,IL,60637,8900: Department of Energy,"8900: ENERGY, DEPARTMENT OF",88725732.07,PERFORMANCE-BASED CONTRACT FOR MANAGEMENT AND OPERATION OF ARGONNE NATIONAL LABORATORY MODIFICATION,NA,LEMONT,IL,IL03,M181: OPER OF GOVT R&D GOCO FACILITIES,bf82f83526c540e9a7fcc44f90e43ef1,"CHICAGO, IL","LEMONT, IL",notInBeltway,-87.6297982,41.8781136,-88.0017261,41.673642,notInBeltway,0,0,Department of Energy
23522,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,"ALLIANCE FOR SUSTAINABLE ENERGY, LLC",14142 DENVER W PKY BLDG 51 STE 335,LAKEWOOD,CO,80401,8900: Department of Energy,"8900: ENERGY, DEPARTMENT OF",39661992.76,"MODIFICATION 1111 PROVIDES $41,335,001.84 OF TOTAL FUNDING. $39,661,992.76 IS APPROPRIATED FUNDING AND IS RECORDED AS AN OBLIGATION IN FPDS-NG. THE REMAINING $1,673,009.08 IS NON-APPROPRIATED FUNDING WHICH IS NOT CAPTURED AS AN OBLIGATION IN FPDS-NG. THIS CONTRACT IS TO OPERATE AND MANAGE THE NATIONAL RENEWABLE ENERGY LABORATORY.",NA,LAKEWOOD,CO,CO07,M181: OPER OF GOVT R&D GOCO FACILITIES,131f35ddbcbb4a7eae022cbbf259bc9b,"LAKEWOOD, CO","LAKEWOOD, CO",notInBeltway,-105.0813734,39.7047095,-105.0813734,39.7047095,notInBeltway,0,0,Department of Energy
23579,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,"ALLIANCE FOR SUSTAINABLE ENERGY, LLC",14142 DENVER W PKY BLDG 51 STE 335,LAKEWOOD,CO,80401,8900: Department of Energy,"8900: ENERGY, DEPARTMENT OF",67234241.58,"MODIFICATION 1112 PROVIDES $67,234,241.59 OF TOTAL APPROPRIATED FUNDING AND IS RECORDED AS AN OBLIGATION IN FPDS-NG. THIS CONTRACT IS TO OPERATE AND MANAGE THE NATIONAL RENEWABLE ENERGY LABORATORY.",NA,LAKEWOOD,CO,CO07,M181: OPER OF GOVT R&D GOCO FACILITIES,f27ba9b24a7346b0b313415b47a79bcc,"LAKEWOOD, CO","LAKEWOOD, CO",notInBeltway,-105.0813734,39.7047095,-105.0813734,39.7047095,notInBeltway,0,0,Department of Energy
25174,"8900: ENERGY, DEPARTMENT OF",8900: Department of Energy,SANDIA CORP,1515 EUBANK BLVD. SE,ALBUQUERQUE,NM,87123,9700: Department of Defense,"8900: ENERGY, DEPARTMENT OF",71303595.37,"MANAGEMENT AND OPERATION OF SANDIA NATIONAL LABORATORIES BY SANDIA CORPORATION, CONTRACT NO. DE-AC04-94AL85000",NA,ALBUQUERQUE,NM,NM01,M181: OPER OF GOVT R&D GOCO FACILITIES,f65563d7db62478da6b32318e2bfd66a,"ALBUQUERQUE, NM","ALBUQUERQUE, NM",notInBeltway,-106.650422,35.0843859,-106.650422,35.0843859,notInBeltway,0,0,Department of Defense
