X1,mod_agency,maj_agency_cat,vendor_name,street_address,city,state,zipcode,maj_fund_agency_cat,contracting_office_agency_id,dollars_obligated,description_of_contract_requirement,vendor_cd,place_of_performance_city,pop_state_code,place_of_performance_congressional_district,product_or_service_code,unique_transaction_id,vLocation,popLocation,beltway,vlon,vlat,plon,plat,beltwayMetro,gcBeltFund,gcMetroBeltFund,majAgency
48436,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",17493164.98,EXPRESS REPORT: PHARMACY PV SEP FY2016 NCO 21,NA,SAN FRANCISCO,CA,CA12,6505: DRUGS AND BIOLOGICALS,f8adc89328834efb9ac654659fe07a0c,"SAN FRANCISCO, CA","SAN FRANCISCO, CA",notInBeltway,-122.4194155,37.7749295,-122.4194155,37.7749295,notInBeltway,0,0,Department of Veterans Affairs
48445,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",12370363.04,EXPRESS REPORT: PPV AUG FY2016 NCO 18,NA,SAN FRANCISCO,CA,CA12,6505: DRUGS AND BIOLOGICALS,c5ac2a5dcd534fcc921c29eaf03a1d8e,"SAN FRANCISCO, CA","SAN FRANCISCO, CA",notInBeltway,-122.4194155,37.7749295,-122.4194155,37.7749295,notInBeltway,0,0,Department of Veterans Affairs
48446,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",14226708.9,EXPRESS REPORT:PHARMACY PRIME VENDOR - NCO 22 AUGUST FY2016,NA,SAN FRANCISCO,CA,CA12,6505: DRUGS AND BIOLOGICALS,166150d87a9941a7993e224616140ff2,"SAN FRANCISCO, CA","SAN FRANCISCO, CA",notInBeltway,-122.4194155,37.7749295,-122.4194155,37.7749295,notInBeltway,0,0,Department of Veterans Affairs
48448,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",19066689.23,EXPRESS REPORT: PHARMACY PV AUG FY2016 NCO 20,NA,SAN FRANCISCO,CA,CA12,6505: DRUGS AND BIOLOGICALS,1763cf6907b34d749b157e6863bec975,"SAN FRANCISCO, CA","SAN FRANCISCO, CA",notInBeltway,-122.4194155,37.7749295,-122.4194155,37.7749295,notInBeltway,0,0,Department of Veterans Affairs
48450,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",13038140.33,EXPRESS REPORT: PHARMACY PRIME VENDOR NCO 17 AUGUST FY 2016,NA,SAN FRANCISCO,CA,CA12,6505: DRUGS AND BIOLOGICALS,ca616e5d4b334fcdb5809fda84361c6b,"SAN FRANCISCO, CA","SAN FRANCISCO, CA",notInBeltway,-122.4194155,37.7749295,-122.4194155,37.7749295,notInBeltway,0,0,Department of Veterans Affairs
48452,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",23095772.39,EXPRESS REPORT: PHARMACY PRIME VENDOR (PPV) FY2016 SEP,NA,ALBANY,NY,NY20,6505: DRUGS AND BIOLOGICALS,2b68a28c838a4b8fb1d83d3191e29bf1,"SAN FRANCISCO, CA","ALBANY, NY",notInBeltway,-122.4194155,37.7749295,-73.7562317,42.6525793,notInBeltway,0,0,Department of Veterans Affairs
48453,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",18275398.82,EXPRESS REPORT: PHARMACY PRIME VENDOR (PPV) FY2016 AUG,NA,DURHAM,NC,NC01,6505: DRUGS AND BIOLOGICALS,8eb092ff99cf46c5b3ad6807b04e4ead,"SAN FRANCISCO, CA","DURHAM, NC",notInBeltway,-122.4194155,37.7749295,-78.898619,35.9940329,notInBeltway,0,0,Department of Veterans Affairs
48454,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",27543082.6,EXPRESS REPORT: PHARMACY PRIME VENDOR (PPV) FY2016 SEP,NA,DURHAM,NC,NC01,6505: DRUGS AND BIOLOGICALS,ac2c13d1d3de4ce297283fc5487ed11e,"SAN FRANCISCO, CA","DURHAM, NC",notInBeltway,-122.4194155,37.7749295,-78.898619,35.9940329,notInBeltway,0,0,Department of Veterans Affairs
48456,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",24671061.83,EXPRESS REPORT:,NA,SAN FRANCISCO,CA,CA12,6505: DRUGS AND BIOLOGICALS,c6e77c7e058a4f1bb6bcf5f005983537,"SAN FRANCISCO, CA","SAN FRANCISCO, CA",notInBeltway,-122.4194155,37.7749295,-122.4194155,37.7749295,notInBeltway,0,0,Department of Veterans Affairs
48460,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",24718833.77,EXPRESS REPORT: PHARMACY PRIME VENDOR (PPV) FY2016 APR,NA,BAY PINES,FL,FL13,6505: DRUGS AND BIOLOGICALS,c722d1ea65594b859ef827f139d4fe78,"SAN FRANCISCO, CA","BAY PINES, FL",notInBeltway,-122.4194155,37.7749295,-82.7751622,27.8092229,notInBeltway,0,0,Department of Veterans Affairs
48461,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",13154081.98,EXPRESS REPORT: PHARMACY PRIME VENDOR (PPV) FY2016 APR,NA,PITTSBURGH,PA,PA12,6505: DRUGS AND BIOLOGICALS,49e9db32244b476db4663f2176982ad4,"SAN FRANCISCO, CA","PITTSBURGH, PA",notInBeltway,-122.4194155,37.7749295,-79.9958864,40.4406248,notInBeltway,0,0,Department of Veterans Affairs
48463,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",17681142.63,EXPRESS REPORT: PHARMACY PRIME VENDOR (PPV) FY2016 APR,NA,DULUTH,GA,GA07,6505: DRUGS AND BIOLOGICALS,a3122f8662d943bf858d7861e635a122,"SAN FRANCISCO, CA","DULUTH, GA",notInBeltway,-122.4194155,37.7749295,-84.1446376,34.0028786,notInBeltway,0,0,Department of Veterans Affairs
48467,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",17464598.02,EXPRESS REPORT: PHARMACY PRIME VENDOR (PPV) FY2016 APR,NA,DURHAM,NC,NC01,6505: DRUGS AND BIOLOGICALS,a266006b4f404498aae64296c3923d9e,"SAN FRANCISCO, CA","DURHAM, NC",notInBeltway,-122.4194155,37.7749295,-78.898619,35.9940329,notInBeltway,0,0,Department of Veterans Affairs
48468,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",18599152.18,EXPRESS REPORT: PHARMACY PRIME VENDOR - NCO 22 MAY FY2016,NA,SAN FRANCISCO,CA,CA12,6505: DRUGS AND BIOLOGICALS,9fd539361f424a989a06a4f5d3755955,"SAN FRANCISCO, CA","SAN FRANCISCO, CA",notInBeltway,-122.4194155,37.7749295,-122.4194155,37.7749295,notInBeltway,0,0,Department of Veterans Affairs
48471,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",13473601.96,EXPRESS REPORT: PHARMACY PPV APRIL FY2016 NCO 20,NA,SAN FRANCISCO,CA,CA12,6505: DRUGS AND BIOLOGICALS,ffb93e0f64304eef917bb2f4033383a9,"SAN FRANCISCO, CA","SAN FRANCISCO, CA",notInBeltway,-122.4194155,37.7749295,-122.4194155,37.7749295,notInBeltway,0,0,Department of Veterans Affairs
48473,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",15197775.04,"EXPRESS REPORT: PHARMACY PRIME VENDOR NCO 09 FY16 MAY 1, 2016 TO MAY 31, 2016 CONTRACT VA797P-12-D-0001",NA,SAN FRANCISCO,CA,CA12,6505: DRUGS AND BIOLOGICALS,ee4c6d3a1ac042af914cd8f6588cb7b5,"SAN FRANCISCO, CA","SAN FRANCISCO, CA",notInBeltway,-122.4194155,37.7749295,-122.4194155,37.7749295,notInBeltway,0,0,Department of Veterans Affairs
48609,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",18425219.37,EXPRESS REPORT: PHARMACY PRIME VENDOR - NCO 22 APRIL FY2016,NA,SAN FRANCISCO,CA,CA12,6505: DRUGS AND BIOLOGICALS,954b097c71cc4026bcb6422f4a8a0344,"SAN FRANCISCO, CA","SAN FRANCISCO, CA",notInBeltway,-122.4194155,37.7749295,-122.4194155,37.7749295,notInBeltway,0,0,Department of Veterans Affairs
48614,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",223882801.49,"EXPRESS REPORT: PHARMACY PRIME VENDOR CMOP FY16 APR 1, 2016 TO APR 30, 2016 CONTRACT VA797P-12-D-0001",NA,SAN FRANCISCO,CA,CA12,6505: DRUGS AND BIOLOGICALS,649d34e96ef241369a457d11c0399a42,"SAN FRANCISCO, CA","SAN FRANCISCO, CA",notInBeltway,-122.4194155,37.7749295,-122.4194155,37.7749295,notInBeltway,0,0,Department of Veterans Affairs
48615,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",12558636.57,"EXPRESS REPORT: PHARMACY PRIME VENDOR NCO 23 FY16 APR 1, 2016 TO APR 30, 2016 CONTRACT VA797P-12-D-0001",NA,SAN FRANCISCO,CA,CA12,6505: DRUGS AND BIOLOGICALS,ed0444aa9f3040f992582478d5fa38c9,"SAN FRANCISCO, CA","SAN FRANCISCO, CA",notInBeltway,-122.4194155,37.7749295,-122.4194155,37.7749295,notInBeltway,0,0,Department of Veterans Affairs
48616,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",17882487.39,"EXPRESS REPORT: PHARMACY PRIME VENDOR NCO 16 FY 2016 APR 1, 2016 TO APR 30, 2016 CONTRACT VA797P-12-D-0001",NA,SAN FRANCISCO,CA,CA12,6505: DRUGS AND BIOLOGICALS,450118e5d9d742379f5c7698c3da808b,"SAN FRANCISCO, CA","SAN FRANCISCO, CA",notInBeltway,-122.4194155,37.7749295,-122.4194155,37.7749295,notInBeltway,0,0,Department of Veterans Affairs
48617,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",12328686.71,"EXPRESS REPORT: PHARMACY PRIME VENDOR NCO 09 FY16 APR 1, 2016 TO APR 30, 2016 CONTRACT VA797P-12-D-0001",NA,SAN FRANCISCO,CA,CA12,6505: DRUGS AND BIOLOGICALS,f2ad77cbafc04ca4aeddf37d216862ce,"SAN FRANCISCO, CA","SAN FRANCISCO, CA",notInBeltway,-122.4194155,37.7749295,-122.4194155,37.7749295,notInBeltway,0,0,Department of Veterans Affairs
48627,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",23492208.63,"EXPRESS REPORT: PHARMACY PRIME VENDOR NCO 10 FY 2016 AUG 1, 2016 TO AUG 31, 2016 CONTRACT VA797P-12-D-0001",NA,SAN FRANCISCO,CA,CA12,6505: DRUGS AND BIOLOGICALS,fed95a07370640c198591bf1bf99bfa9,"SAN FRANCISCO, CA","SAN FRANCISCO, CA",notInBeltway,-122.4194155,37.7749295,-122.4194155,37.7749295,notInBeltway,0,0,Department of Veterans Affairs
48643,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",12762904.6,"EXPRESS REPORT: PHARMACY PRIME VENDOR NCO 16 FY 2016 OCT 1, 2015 TO OCT 31, 2015 CONTRACT VA797P-12-D-0001",NA,SAN FRANCISCO,CA,CA12,6505: DRUGS AND BIOLOGICALS,dce4dfb316544075af861f671214a941,"SAN FRANCISCO, CA","SAN FRANCISCO, CA",notInBeltway,-122.4194155,37.7749295,-122.4194155,37.7749295,notInBeltway,0,0,Department of Veterans Affairs
48645,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",207554582.43,"EXPRESS REPORT: PHARMACY PRIME VENDOR CMOP FY 2016 OCT 1, 2015 TO OCT 31, 2015 CONTRACT VA797P-12-D-0001",NA,SAN FRANCISCO,CA,CA12,6505: DRUGS AND BIOLOGICALS,ec42830a018a4ceda2fb0525d557f8d7,"SAN FRANCISCO, CA","SAN FRANCISCO, CA",notInBeltway,-122.4194155,37.7749295,-122.4194155,37.7749295,notInBeltway,0,0,Department of Veterans Affairs
48653,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",173036853.12,"EXPRESS REPORT: PHARMACY PRIME VENDOR CMOP FY16 NOV 1, 2015 TO NOV 3, 2015 CONTRACT VA797P-12-D-0001",NA,SAN FRANCISCO,CA,CA12,6505: DRUGS AND BIOLOGICALS,da872dd58f6b46e3bd0c9f30f584ef9d,"SAN FRANCISCO, CA","SAN FRANCISCO, CA",notInBeltway,-122.4194155,37.7749295,-122.4194155,37.7749295,notInBeltway,0,0,Department of Veterans Affairs
48657,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",17935772.29,EXPRESS REPORT: PHARMACY PRIME VENDOR (PPV) FY2016 OCT,NA,BAY PINES,FL,FL13,6505: DRUGS AND BIOLOGICALS,ae55f256667d45ae97ee813088d8a378,"SAN FRANCISCO, CA","BAY PINES, FL",notInBeltway,-122.4194155,37.7749295,-82.7751622,27.8092229,notInBeltway,0,0,Department of Veterans Affairs
48661,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",14725300.94,EXPRESS REPORT: PHARMACY PRIME VENDOR (PPV) FY2016 NOV,NA,BAY PINES,FL,FL13,6505: DRUGS AND BIOLOGICALS,521be93ce0cb4939886f540b6304f792,"SAN FRANCISCO, CA","BAY PINES, FL",notInBeltway,-122.4194155,37.7749295,-82.7751622,27.8092229,notInBeltway,0,0,Department of Veterans Affairs
48677,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",217509765.04,"EXPRESS REPORT: PHARMACY PRIME VENDOR CMOP FY16 DEC 1, 2015 TO DEC 31, 2015 CONTRACT VA797P-12-D-0001",NA,SAN FRANCISCO,CA,CA12,6505: DRUGS AND BIOLOGICALS,2c001aef3b104abb81e2a92be76388d4,"SAN FRANCISCO, CA","SAN FRANCISCO, CA",notInBeltway,-122.4194155,37.7749295,-122.4194155,37.7749295,notInBeltway,0,0,Department of Veterans Affairs
48691,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",13240695.27,EXPRESS REPORT: PHARMACY PRIME VENDOR (PPV) FY2016 DEC,NA,DURHAM,NC,NC01,6505: DRUGS AND BIOLOGICALS,f6f95890a7fd474584dcbb1257f0f6dd,"SAN FRANCISCO, CA","DURHAM, NC",notInBeltway,-122.4194155,37.7749295,-78.898619,35.9940329,notInBeltway,0,0,Department of Veterans Affairs
48695,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",17658169.12,EXPRESS REPORT: PHARMACY PRIME VENDOR (PPV) FY2016 DEC,NA,BAY PINES,FL,FL13,6505: DRUGS AND BIOLOGICALS,5462d81d4e364357bc393b2ee4c11522,"SAN FRANCISCO, CA","BAY PINES, FL",notInBeltway,-122.4194155,37.7749295,-82.7751622,27.8092229,notInBeltway,0,0,Department of Veterans Affairs
48697,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",13737098.52,EXPRESS REPORT: PHARMACY PRIME VENDOR (PPV) FY2016 JAN,NA,DURHAM,NC,NC01,6505: DRUGS AND BIOLOGICALS,a85a7c38f42c4c2f860375b3834dfbb8,"SAN FRANCISCO, CA","DURHAM, NC",notInBeltway,-122.4194155,37.7749295,-78.898619,35.9940329,notInBeltway,0,0,Department of Veterans Affairs
48712,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",13180602.9,EXPRESS REPORT: PHARMACY PRIME VENDOR (PPV) FY2016 FEB,NA,DURHAM,NC,NC01,6505: DRUGS AND BIOLOGICALS,182f8f5dee864c8b8f406ea997c11ffe,"SAN FRANCISCO, CA","DURHAM, NC",notInBeltway,-122.4194155,37.7749295,-78.898619,35.9940329,notInBeltway,0,0,Department of Veterans Affairs
48713,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",15214900.16,EXPRESS REPORT: PHARMACY PRIME VENDOR (PPV) FY2016 FEB,NA,DULUTH,GA,GA07,6505: DRUGS AND BIOLOGICALS,5cc664e961c94a2a9ccf8a26bfa925b2,"SAN FRANCISCO, CA","DULUTH, GA",notInBeltway,-122.4194155,37.7749295,-84.1446376,34.0028786,notInBeltway,0,0,Department of Veterans Affairs
48718,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",19827737.32,EXPRESS REPORT: PHARMACY PRIME VENDOR (PPV) FY2016 FEB,NA,BAY PINES,FL,FL13,6505: DRUGS AND BIOLOGICALS,4e988847108444da9eb71dacd6ba1fc6,"SAN FRANCISCO, CA","BAY PINES, FL",notInBeltway,-122.4194155,37.7749295,-82.7751622,27.8092229,notInBeltway,0,0,Department of Veterans Affairs
48723,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",20913958.48,EXPRESS REPORT: PHARMACY PRIME VENDOR - NCO 22 MARCH FY2016,NA,SAN FRANCISCO,CA,CA12,6505: DRUGS AND BIOLOGICALS,41811a67664f4b1d88b2a687e2d74371,"SAN FRANCISCO, CA","SAN FRANCISCO, CA",notInBeltway,-122.4194155,37.7749295,-122.4194155,37.7749295,notInBeltway,0,0,Department of Veterans Affairs
48724,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",218089370.97,"EXPRESS REPORT: PHARMACY PRIME VENDOR CMOP FY16 FEB 1, 2016 TO FEB 29, 2016 CONTRACT VA797P-12-D-0001",NA,SAN FRANCISCO,CA,CA12,6505: DRUGS AND BIOLOGICALS,394f5f61a91c43d582f64f27d9ed4765,"SAN FRANCISCO, CA","SAN FRANCISCO, CA",notInBeltway,-122.4194155,37.7749295,-122.4194155,37.7749295,notInBeltway,0,0,Department of Veterans Affairs
48725,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",235832837.53,"EXPRESS REPORT: PHARMACY PRIME VENDOR CMOP FY16 MAR 1, 2016 TO MAR 31, 2016 CONTRACT VA797P-12-D-0001",NA,SAN FRANCISCO,CA,CA12,6505: DRUGS AND BIOLOGICALS,977aafdb4a194a9d8f1a39938fa6cafe,"SAN FRANCISCO, CA","SAN FRANCISCO, CA",notInBeltway,-122.4194155,37.7749295,-122.4194155,37.7749295,notInBeltway,0,0,Department of Veterans Affairs
48727,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",17878984.65,"EXPRESS REPORT: PHARMACY PRIME VENDOR NCO 16 FY 2016 MAR 1, 2016 TO MAR 31, 2016 CONTRACT VA797P-12-D-0001",NA,SAN FRANCISCO,CA,CA12,6505: DRUGS AND BIOLOGICALS,627c81ad0c084b7380954d6004a3aeb7,"SAN FRANCISCO, CA","SAN FRANCISCO, CA",notInBeltway,-122.4194155,37.7749295,-122.4194155,37.7749295,notInBeltway,0,0,Department of Veterans Affairs
48729,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",15737750.33,EXPRESS REPORT: PHARMACY PPV MARCH FY2016 NCO 20,NA,SAN FRANCISCO,CA,CA12,6505: DRUGS AND BIOLOGICALS,e24f6f22de524fec99f91f8a41ad7902,"SAN FRANCISCO, CA","SAN FRANCISCO, CA",notInBeltway,-122.4194155,37.7749295,-122.4194155,37.7749295,notInBeltway,0,0,Department of Veterans Affairs
52867,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",12905278.27,EXPRESS REPORT: PHARMACY PRIME VENDOR (PPV) FY2016 MAY,NA,PITTSBURGH,PA,PA12,6505: DRUGS AND BIOLOGICALS,0f9b0c27c2554ccf9c4e10afec8a6305,"SAN FRANCISCO, CA","PITTSBURGH, PA",notInBeltway,-122.4194155,37.7749295,-79.9958864,40.4406248,notInBeltway,0,0,Department of Veterans Affairs
52869,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",11647071.38,EXPRESS REPORT: EXPRESS REPORT: PHARMACY PV JUNE FY2016 NCO 21,NA,SAN FRANCISCO,CA,CA12,6505: DRUGS AND BIOLOGICALS,54fd5a4f1bf34a1aa35eea09b7839459,"SAN FRANCISCO, CA","SAN FRANCISCO, CA",notInBeltway,-122.4194155,37.7749295,-122.4194155,37.7749295,notInBeltway,0,0,Department of Veterans Affairs
52871,"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600: Department of Veterans Affairs,MCKESSON CORPORATION,ONE POST ST,SAN FRANCISCO,CA,94104,3600: Department of Veterans Affairs,"3600: VETERANS AFFAIRS, DEPARTMENT OF",16859260.85,"EXPRESS REPORT: PHARMACY PRIME VENDOR NCO 16 FY 2016 JUN 1, 2016 TO JUN 30, 2016 CONTRACT VA797P-12-D-0001",NA,SAN FRANCISCO,CA,CA12,6505: DRUGS AND BIOLOGICALS,cfa02829c6e640789a9deb902c0c4f88,"SAN FRANCISCO, CA","SAN FRANCISCO, CA",notInBeltway,-122.4194155,37.7749295,-122.4194155,37.7749295,notInBeltway,0,0,Department of Veterans Affairs
